latitude,longitude,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,metadata
 -27.5000, 153.3000,2024-05-05,    1.8,25, 24.6,25, 17.5,25,""
 -27.5000, 153.3000,2024-05-06,    1.4,25, 24.8,25, 16.1,25,""
 -27.5000, 153.3000,2024-05-07,    2.2,25, 23.7,25, 16.3,25,""
 -27.5000, 153.3000,2024-05-08,   25.0,25, 23.9,25, 15.4,25,""
 -27.5000, 153.3000,2024-05-09,    2.0,25, 23.7,25, 17.0,25,""
 -27.5000, 153.3000,2024-05-10,   10.3,25, 24.1,25, 16.6,25,""
 -27.5000, 153.3000,2024-05-11,    0.9,25, 23.4,25, 16.9,25,""
 -27.5000, 153.3000,2024-05-12,    1.7,25, 24.0,25, 17.4,25,""
 -27.5000, 153.3000,2024-05-13,    0.6,25, 23.7,25, 12.7,25,""
 -27.5000, 153.3000,2024-05-14,    1.0,25, 25.1,25, 13.9,25,""
 -27.5000, 153.3000,2024-05-15,    0.2,25, 24.8,25, 16.5,25,""
 -27.5000, 153.3000,2024-05-16,    4.9,25, 21.2,25, 17.2,25,""
 -27.5000, 153.3000,2024-05-17,    5.7,25, 21.3,25, 15.7,25,""
 -27.5000, 153.3000,2024-05-18,    3.7,25, 24.3,25, 14.8,25,""
 -27.5000, 153.3000,2024-05-19,    2.3,25, 21.8,25, 11.9,25,""
 -27.5000, 153.3000,2024-05-20,    1.0,25, 22.4,25, 11.1,25,""
 -27.5000, 153.3000,2024-05-21,    0.0,25, 21.8,25, 10.7,25,""
 -27.5000, 153.3000,2024-05-22,    0.3,25, 22.9,25, 14.0,25,""
 -27.5000, 153.3000,2024-05-23,    4.9,25, 23.2,25, 12.3,25,""
 -27.5000, 153.3000,2024-05-24,    0.0,25, 23.4,25, 12.5,25,""
 -27.5000, 153.3000,2024-05-25,    2.2,25, 21.2,25, 15.8,25,""
 -27.5000, 153.3000,2024-05-26,    2.9,25, 23.1,25, 14.8,25,""
 -27.5000, 153.3000,2024-05-27,    1.7,25, 23.6,25, 13.7,25,""
 -27.5000, 153.3000,2024-05-28,    1.0,25, 23.3,25, 14.7,25,""
 -27.5000, 153.3000,2024-05-29,    2.9,25, 24.1,25, 15.3,25,""
 -27.5000, 153.3000,2024-05-30,    0.7,25, 23.2,25, 15.8,25,""
 -27.5000, 153.3000,2024-05-31,    5.8,25, 25.0,25, 15.9,25,""
 -27.5000, 153.3000,2024-06-01,    1.9,25, 22.1,25, 17.5,25,""
 -27.5000, 153.3000,2024-06-02,    0.0,25, 21.5,25, 13.1,25,""
 -27.5000, 153.3000,2024-06-03,    0.8,25, 20.7,25, 11.0,25,""
 -27.5000, 153.3000,2024-06-04,    0.0,25, 20.8,25,  9.0,25,""
 -27.5000, 153.3000,2024-06-05,    0.0,25, 21.6,25,  8.9,25,""
 -27.5000, 153.3000,2024-06-06,    0.1,25, 22.9,25, 12.8,25,""
 -27.5000, 153.3000,2024-06-07,    0.0,25, 19.7,25, 10.1,25,""
 -27.5000, 153.3000,2024-06-08,    0.0,25, 20.4,25,  8.3,25,""
 -27.5000, 153.3000,2024-06-09,    0.0,25, 22.2,25,  9.7,25,""
 -27.5000, 153.3000,2024-06-10,    0.0,25, 22.1,25, 10.5,25,""
 -27.5000, 153.3000,2024-06-11,    0.0,25, 22.4,25,  9.9,25,""
 -27.5000, 153.3000,2024-06-12,    0.0,25, 23.7,25, 11.2,25,""
 -27.5000, 153.3000,2024-06-13,    0.0,25, 20.5,25, 10.3,25,""
 -27.5000, 153.3000,2024-06-14,    0.0,25, 22.4,25,  9.0,25,""
 -27.5000, 153.3000,2024-06-15,    0.0,25, 21.9,25, 12.2,25,""
 -27.5000, 153.3000,2024-06-16,    0.0,25, 20.8,25, 10.1,25,""
 -27.5000, 153.3000,2024-06-17,    0.0,25, 19.8,25,  8.7,25,""
 -27.5000, 153.3000,2024-06-18,    0.0,25, 20.9,25,  8.8,25,""
 -27.5000, 153.3000,2024-06-19,    0.0,25, 21.0,25,  9.3,25,""
 -27.5000, 153.3000,2024-06-20,    0.0,25, 21.4,25,  9.3,25,""
 -27.5000, 153.3000,2024-06-21,    0.0,25, 22.0,25, 10.0,25,""
 -27.5000, 153.3000,2024-06-22,    0.0,25, 19.1,25, 13.8,25,""
 -27.5000, 153.3000,2024-06-23,    0.0,25, 20.8,25,  8.8,25,""
 -27.5000, 153.3000,2024-06-24,    0.0,25, 21.4,25,  9.9,25,""
 -27.5000, 153.3000,2024-06-25,    0.3,25, 23.2,25, 13.2,25,""
 -27.5000, 153.3000,2024-06-26,    0.7,25, 24.2,25, 13.1,25,""
 -27.5000, 153.3000,2024-06-27,    0.0,25, 24.3,25, 13.5,25,""
 -27.5000, 153.3000,2024-06-28,    0.0,25, 23.3,25, 13.6,25,""
 -27.5000, 153.3000,2024-06-29,    0.0,25, 23.3,25, 13.0,25,""
 -27.5000, 153.3000,2024-06-30,    0.0,25, 24.7,25, 15.5,25,""
 -27.5000, 153.3000,2024-07-01,    0.0,25, 20.5,25, 17.9,25,""
 -27.5000, 153.3000,2024-07-02,   10.9,25, 17.6,25, 14.2,25,""
 -27.5000, 153.3000,2024-07-03,   37.6,25, 19.0,25, 13.6,25,""
 -27.5000, 153.3000,2024-07-04,   10.6,25, 20.2,25, 12.9,25,""
 -27.5000, 153.3000,2024-07-05,    0.7,25, 20.5,25, 11.2,25,""
 -27.5000, 153.3000,2024-07-06,    2.1,25, 20.9,25, 13.6,25,""
 -27.5000, 153.3000,2024-07-07,    3.7,25, 21.0,25, 14.1,25,""
 -27.5000, 153.3000,2024-07-08,    2.8,25, 21.3,25, 13.1,25,""
 -27.5000, 153.3000,2024-07-09,    5.6,25, 21.2,25, 15.1,25,""
 -27.5000, 153.3000,2024-07-10,    9.0,25, 23.4,25, 14.6,25,""
 -27.5000, 153.3000,2024-07-11,    0.6,25, 22.5,25, 14.1,25,""
 -27.5000, 153.3000,2024-07-12,    0.0,25, 23.3,25, 12.1,25,""
 -27.5000, 153.3000,2024-07-13,    0.0,25, 20.5,25, 12.2,25,""
 -27.5000, 153.3000,2024-07-14,    0.0,25, 20.8,75,  9.8,25,""
