date,class,images,latitude,longitude,confidence,w,h,aoi
15/07/2018,0,20180715_moreton.tif,-27.47935472305392,153.19738104260443,0.7181599140167236,3.5008201748132706,3.8621034771204,moreton
15/07/2018,0,20180715_moreton.tif,-27.43341806546115,153.2171510649258,0.760789155960083,3.824645299803127,4.252367526292801,moreton
15/07/2018,0,20180715_moreton.tif,-27.14518529259087,153.0350548909111,0.743434727191925,4.18771876146396,4.478278425832589,moreton
15/07/2018,0,20180715_moreton.tif,-27.14553730926786,153.03541831727202,0.7710698246955872,4.4657455563545225,4.5397688210010525,moreton
15/07/2018,0,20180715_moreton.tif,-27.14621443974661,153.03541853075433,0.5857556462287903,3.863468698092869,3.7149418549878255,moreton
15/07/2018,0,20180715_moreton.tif,-27.14656659328888,153.03523698185808,0.7080757021903992,4.116451542824507,4.23843570612371,moreton
15/07/2018,0,20180715_moreton.tif,-27.146999964337223,153.0352068410239,0.6411246657371521,3.61712427251041,3.805441860109568,moreton
15/07/2018,0,20180715_moreton.tif,-27.14675630307229,153.03478289078564,0.6424567103385925,3.7786407228559256,3.7946849334985018,moreton
15/07/2018,0,20180715_moreton.tif,-27.143777114181592,153.0340250708497,0.5227435827255249,4.782841980457306,5.216172575950623,moreton
15/07/2018,0,20180715_moreton.tif,-27.144860537867995,153.03396484657907,0.8438831567764282,3.718953154981136,4.667519073933363,moreton
15/07/2018,0,20180715_moreton.tif,-27.1434515305472,153.0362653825309,0.7292732000350952,4.308528825640678,4.200484327971935,moreton
15/07/2018,0,20180715_moreton.tif,-27.143884948775728,153.03605359091287,0.7216253876686096,3.482515575364232,4.180564435198903,moreton
15/07/2018,0,20180715_moreton.tif,-27.435175913053826,153.18106250428932,0.8354175686836243,4.011217802762985,4.192913554608822,moreton
15/07/2018,0,20180715_moreton.tif,-27.14361420472257,153.03562964201487,0.8359612226486206,3.8548565227538334,4.184909319505096,moreton
15/07/2018,0,20180715_moreton.tif,-27.14198888102684,153.03644656295577,0.7629385590553284,3.633366338908672,3.993188803394636,moreton
15/07/2018,0,20180715_moreton.tif,-27.14277443883165,153.03611378582298,0.7967206239700317,3.7172026485204697,4.296800756826997,moreton
15/07/2018,0,20180715_moreton.tif,-27.147786292985387,153.03160412647364,0.660382866859436,4.277110916872819,4.68583811322848,moreton
15/07/2018,0,20180715_moreton.tif,-27.151875459384964,153.03457252944233,0.7339388132095337,4.560395667329431,4.718865027651191,moreton
15/07/2018,0,20180715_moreton.tif,-27.153119024515306,153.04308114816854,0.8720679879188538,4.982286466285586,4.552111126482487,moreton
15/07/2018,0,20180715_moreton.tif,-27.19570972844108,153.07635582456712,0.520803689956665,3.362983748316765,3.95626063644886,moreton
15/07/2018,0,20180715_moreton.tif,-27.19576640777737,153.0716003457903,0.8288930058479309,4.067210823297501,4.662371128797531,moreton
15/07/2018,0,20180715_moreton.tif,-27.18754271404542,153.09936890868937,0.7717952728271484,4.153193178276221,4.504013088842233,moreton
15/07/2018,0,20180715_moreton.tif,-27.18914053675058,153.09964291766252,0.8173166513442993,4.328446393832564,4.485612148419023,moreton
15/07/2018,0,20180715_moreton.tif,-27.26792362121731,153.2053413384779,0.8455490469932556,4.231901308521628,4.901339998468757,moreton
15/07/2018,0,20180715_moreton.tif,-27.190496109353266,153.09776623627226,0.7640226483345032,4.033096324652433,4.878832144662738,moreton
15/07/2018,0,20180715_moreton.tif,-27.18599993247536,153.09785317816812,0.8244613409042358,3.743491046130657,4.152724476531148,moreton
15/07/2018,0,20180715_moreton.tif,-27.19271452034077,153.10137257157683,0.8898653984069824,4.161041222512722,3.9958743564784527,moreton
15/07/2018,0,20180715_moreton.tif,-27.191929361209056,153.10094781748154,0.8528931140899658,3.786404266953468,3.928423898294568,moreton
15/07/2018,0,20180715_moreton.tif,-27.19369064555625,153.09988927623266,0.8765385746955872,3.874547492712736,4.250283563509584,moreton
15/07/2018,0,20180715_moreton.tif,-27.193879503050457,153.10091928401386,0.8723128437995911,3.7455932907760143,4.157407999038696,moreton
15/07/2018,0,20180715_moreton.tif,-27.19428496681653,153.1020403607442,0.8591602444648743,4.250286130234599,4.453119516372681,moreton
15/07/2018,0,20180715_moreton.tif,-27.19761910392974,153.09828738516245,0.8254945278167725,3.789684541523457,4.642450137063861,moreton
15/07/2018,0,20180715_moreton.tif,-27.17783487324206,153.11432112851566,0.8358259797096252,3.881499975919724,4.5799023900181055,moreton
15/07/2018,0,20180715_moreton.tif,-27.22254210530173,153.19662338616158,0.807946503162384,4.04251504316926,4.241551855579019,moreton
15/07/2018,0,20180715_moreton.tif,-27.360452075518577,153.15758319985596,0.8178552985191345,3.8540949560701847,4.533817108720541,moreton
15/07/2018,0,20180715_moreton.tif,-27.362131335594416,153.15755524229644,0.8525853157043457,3.719560887664557,4.443174377083778,moreton
15/07/2018,0,20180715_moreton.tif,-27.340304700114043,153.19752838104924,0.8626046776771545,4.794564770534635,4.749262098222971,moreton
15/07/2018,0,20180715_moreton.tif,-27.33363846057905,153.21807840877253,0.8686105608940125,4.545472389087081,4.80448479950428,moreton
15/07/2018,0,20180715_moreton.tif,-27.357384218802096,153.22264462163312,0.5596848130226135,3.956722259521485,4.308906570076942,moreton
15/07/2018,0,20180715_moreton.tif,-27.31103469523021,153.21042361662705,0.6944390535354614,4.044650574525197,4.064610848824183,moreton
15/07/2018,0,20180715_moreton.tif,-27.47892168391327,153.19716770247285,0.8330870866775513,4.010874781757593,4.209349166601896,moreton
15/07/2018,0,20180715_moreton.tif,-27.323027561828003,153.17517904645345,0.8349838852882385,10.75791935250163,8.871819008141756,moreton
15/07/2018,0,20180715_moreton.tif,-26.80704808902592,153.1255383021375,0.7002136707305908,3.066730539004008,3.528968786199888,moreton
15/07/2018,0,20180715_moreton.tif,-26.807481819804146,153.1251463614051,0.8490200638771057,3.983186951705388,4.166052673544202,moreton
15/07/2018,0,20180715_moreton.tif,-26.81225072998736,153.12321961064893,0.7629329562187195,3.896776493638754,4.236186044290662,moreton
15/07/2018,0,20180715_moreton.tif,-26.83048051242012,153.12251471756576,0.7349790930747986,3.4550175964832306,4.66376824118197,moreton
15/07/2018,0,20180715_moreton.tif,-26.83004718268086,153.12245386738488,0.551609218120575,3.107096789138658,4.081925140959876,moreton
15/07/2018,0,20180715_moreton.tif,-26.829639493200933,153.12405359974545,0.7200077772140503,3.5969209503382444,4.160246869549155,moreton
15/07/2018,0,20180715_moreton.tif,-26.83815000361611,153.11775229279573,0.8601449131965637,3.571279052644968,4.238622641190887,moreton
15/07/2018,0,20180715_moreton.tif,-26.8381224385938,153.11832595319353,0.8486313819885254,3.3349885754287243,3.787286251783371,moreton
15/07/2018,0,20180715_moreton.tif,-26.842081414376604,153.11298551713176,0.8572851419448853,3.718032088130713,4.1049618646502495,moreton
15/07/2018,0,20180715_moreton.tif,-27.479841541202312,153.19786778477894,0.5403673648834229,3.712348858515421,3.715708394845327,moreton
15/07/2018,0,20180715_moreton.tif,-26.84254173730787,153.1131671460279,0.5081251263618469,3.506942927837372,3.7770995497703552,moreton
